ticker,date,period_ending,estimate,reported,surprise,surprise%
A,11/25/2024,10/31/2024,1.41,1.46,0.05,3.5461
AA,10/16/2024,9/30/2024,0.28,0.57,0.29,103.5714
AAL,10/24/2024,9/30/2024,0.16,0.3,0.14,87.5000
AAMI,10/31/2024,9/30/2024,0.48,0.59,0.11,22.9167
AAOI,11/7/2024,9/30/2024,-0.17,-0.21,-0.04,-23.5294
AAON,11/7/2024,9/30/2024,0.57,0.63,0.06,10.5263
AAP,11/14/2024,9/30/2024,0.53,-0.04,-0.57,-107.5472
AAPL,10/31/2024,9/30/2024,1.6,1.64,0.04,2.5000
AAT,10/29/2024,9/30/2024,0.29,0.28,-0.01,-3.4483
ABBV,10/30/2024,9/30/2024,2.92,3,0.08,2.7397
ABCB,10/24/2024,9/30/2024,1.25,1.38,0.13,10.4000
ABG,10/29/2024,9/30/2024,6.58,6.35,-0.23,-3.4954
ABM,12/11/2024,10/31/2024,0.8715,0.9,0.0285,3.2702
ABNB,11/7/2024,9/30/2024,2.14,2.13,-0.01,-0.4673
ABR,11/1/2024,9/30/2024,0.4,0.43,0.03,7.5000
ABSI,11/12/2024,9/30/2024,-0.21,-0.2412,-0.0312,-14.8571
ABT,10/16/2024,9/30/2024,1.2,1.21,0.01,0.8333
ABUS,11/6/2024,9/30/2024,-0.09,-0.09,0,0.0000
ACA,10/30/2024,9/30/2024,0.86,0.91,0.05,5.8140
ACAD,11/6/2024,9/30/2024,0.14,0.2,0.06,42.8571
ACCO,10/31/2024,9/30/2024,0.23,0.23,0,0.0000
ACDC,11/5/2024,9/30/2024,-0.1445,-0.1054,0.0391,27.0588
ACEL,10/30/2024,9/30/2024,0.2,0.22,0.02,10.0000
ACGL,10/30/2024,9/30/2024,1.96,1.99,0.03,1.5306
ACHC,10/30/2024,9/30/2024,0.9,0.91,0.01,1.1111
ACHR,11/7/2024,9/30/2024,-0.32,-0.29,0.03,9.3750
ACI,1/7/2025,11/30/2024,0.66,0.71,0.05,7.5758
ACIC,11/6/2024,9/30/2024,0.35,0.54,0.19,54.2857
ACIW,11/7/2024,9/30/2024,0.42,0.77,0.35,83.3333
ACLS,11/6/2024,9/30/2024,1.43,1.49,0.06,4.1958
ACLX,11/8/2024,9/30/2024,-0.2447,-0.48,-0.2353,-96.1586
ACM,11/11/2024,9/30/2024,1.2465,1.27,0.0235,1.8853
ACMR,11/7/2024,9/30/2024,0.37,0.63,0.26,70.2703
ACN,12/19/2024,11/30/2024,3.42,3.59,0.17,4.9708
ACNB,10/24/2024,9/30/2024,0.92,0.84,-0.08,-8.6957
ACRE,11/7/2024,9/30/2024,0.04,-0.11,-0.15,-375.0000
ACT,11/7/2024,9/30/2024,1.0866,1.16,0.0734,6.7550
ACTG,11/12/2024,9/30/2024,0.01,-0.1402,-0.1502,-1502.0000
ACVA,11/7/2024,9/30/2024,-0.11,-0.1,0.01,9.0909
ADBE,12/11/2024,11/30/2024,4.66,4.81,0.15,3.2189
ADC,10/22/2024,9/30/2024,0.43,0.42,-0.01,-2.3256
ADCT,11/7/2024,9/30/2024,-0.38,-0.42,-0.04,-10.5263
ADEA,11/7/2024,9/30/2024,0.39,0.27,-0.12,-30.7692
ADI,11/19/2024,10/31/2024,1.64,1.67,0.03,1.8293
ADM,11/5/2024,9/30/2024,1.24,1.09,-0.15,-12.0968
ADMA,11/7/2024,9/30/2024,0.13,0.15,0.02,15.3846
ADNT,11/8/2024,9/30/2024,0.52,0.68,0.16,30.7692
ADP,10/30/2024,9/30/2024,2.21,2.33,0.12,5.4299
ADPT,11/7/2024,9/30/2024,-0.29,-0.22,0.07,24.1379
ADSK,11/19/2024,10/31/2024,2.12,2.17,0.05,2.3585
ADT,10/24/2024,9/30/2024,0.17,0.2,0.03,17.6471
ADTN,11/6/2024,9/30/2024,-0.04,-0.05,-0.01,-25.0000
ADUS,11/4/2024,9/30/2024,1.28,1.3,0.02,1.5625
ADV,11/7/2024,9/30/2024,0.11,-0.1332,-0.2432,-221.0909
AEE,11/6/2024,9/30/2024,1.91,1.87,-0.04,-2.0942
AEHR,1/7/2025,11/30/2024,0.03,0.02,-0.01,-33.3333
AEIS,10/30/2024,9/30/2024,0.91,0.98,0.07,7.6923
AEO,12/5/2024,10/31/2024,0.4644,0.48,0.0156,3.3592
AEP,11/6/2024,9/30/2024,1.8,1.85,0.05,2.7778
AES,10/31/2024,9/30/2024,0.64,0.71,0.07,10.9375
AESI,10/28/2024,9/30/2024,0.24,0.04,-0.2,-83.3333
AFCG,11/13/2024,9/30/2024,0.35,0.05,-0.3,-85.7143
AFG,11/5/2024,9/30/2024,2.47,2.31,-0.16,-6.4777
AFL,10/30/2024,9/30/2024,1.69,2.16,0.47,27.8107
AFRM,11/7/2024,9/30/2024,-0.35,-0.31,0.04,11.4286
AGCO,11/5/2024,9/30/2024,1.08,0.4021,-0.6779,-62.7685
AGEN,11/5/2024,9/30/2024,-2.33,-3.08,-0.75,-32.1888
AGIO,10/31/2024,9/30/2024,1.11,-2.42,-3.53,-318.0180
AGL,11/7/2024,9/30/2024,-0.11,-0.29,-0.18,-163.6364
AGM,11/4/2024,9/30/2024,4.11,4.1,-0.01,-0.2433
AGNC,10/21/2024,9/30/2024,0.5,0.43,-0.07,-14.0000
AGO,11/11/2024,9/30/2024,1.35,2.42,1.07,79.2593
AGS,11/5/2024,9/30/2024,0.14,0.06,-0.08,-57.1429
AGX,12/4/2024,10/31/2024,1.26,2,0.74,58.7302
AGYS,10/21/2024,9/30/2024,0.3,0.35,0.05,16.6667
AHCO,11/5/2024,9/30/2024,0.17,0.1533,-0.0167,-9.8235
AHH,11/4/2024,9/30/2024,0.06,-0.11,-0.17,-283.3333
AHR,11/13/2024,9/30/2024,-0.01,-0.002,0.008,80.0000
AI,12/9/2024,10/31/2024,-0.1619,-0.06,0.1019,62.9401
AIG,11/4/2024,9/30/2024,1.1,1.23,0.13,11.8182
AIN,10/30/2024,9/30/2024,0.57,0.8,0.23,40.3509
AIOT,11/12/2024,9/30/2024,-0.02,-0.21,-0.19,-950.0000
AIP,11/5/2024,9/30/2024,-0.12,-0.08,0.04,33.3333
AIR,12/19/2024,11/30/2024,0.84,0.9,0.06,7.1429
AIT,10/24/2024,9/30/2024,2.25,2.36,0.11,4.8889
AIV,11/7/2024,9/30/2024,-0.11,-0.16,-0.05,-45.4545
AIZ,11/5/2024,9/30/2024,2.52,3,0.48,19.0476
AJG,10/24/2024,9/30/2024,2.27,2.26,-0.01,-0.4405
AKAM,11/7/2024,9/30/2024,1.59,1.59,0,0.0000
AKBA,11/6/2024,9/30/2024,-0.06,-0.1,-0.04,-66.6667
AKR,10/28/2024,9/30/2024,0.08,0.07,-0.01,-12.5000
AKRO,11/11/2024,9/30/2024,-0.9,-1.05,-0.15,-16.6667
AL,11/7/2024,9/30/2024,0.79,0.82,0.03,3.7975
ALAB,11/5/2024,9/30/2024,0.1704,0.23,0.0596,34.9765
ALB,11/6/2024,9/30/2024,-0.44,-1.55,-1.11,-252.2727
ALDX,11/1/2024,9/30/2024,-0.25,-0.25,0,0.0000
ALE,10/30/2024,9/30/2024,0.93,0.78,-0.15,-16.1290
ALEC,11/5/2024,9/30/2024,-0.53,-0.43,0.1,18.8679
ALEX,10/24/2024,9/30/2024,0.21,0.26,0.05,23.8095
ALG,10/31/2024,9/30/2024,2.44,2.28,-0.16,-6.5574
ALGM,10/31/2024,9/30/2024,0.06,0.08,0.02,33.3333
ALGN,10/23/2024,9/30/2024,2.31,2.35,0.04,1.7316
ALGT,10/30/2024,9/30/2024,-1.93,-2.02,-0.09,-4.6632
ALHC,10/29/2024,9/30/2024,-0.14,-0.14,0,0.0000
ALIT,11/12/2024,9/30/2024,0.09,-0.1381,-0.2281,-253.4444
ALK,10/25/2024,9/30/2024,2.17,2.25,0.08,3.6866
ALKS,10/24/2024,9/30/2024,0.74,0.72,-0.02,-2.7027
ALKT,10/30/2024,9/30/2024,0.06,0.08,0.02,33.3333
ALL,10/30/2024,9/30/2024,2.36,3.91,1.55,65.6780
ALLE,10/24/2024,9/30/2024,1.98,2.16,0.18,9.0909
ALLO,11/7/2024,9/30/2024,-0.33,-0.32,0.01,3.0303
ALLY,10/18/2024,9/30/2024,0.53,0.95,0.42,79.2453
ALNT,11/6/2024,9/30/2024,0.23,0.31,0.08,34.7826
ALNY,10/31/2024,9/30/2024,-0.93,-0.87,0.06,6.4516
ALRM,11/7/2024,9/30/2024,0.49,0.62,0.13,26.5306
ALRS,10/29/2024,9/30/2024,0.44,0.26,-0.18,-40.9091
ALSN,10/29/2024,9/30/2024,2.02,2.27,0.25,12.3762
ALT,11/5/2024,9/30/2024,-0.35,-0.3214,0.0286,8.1714
ALTG,11/6/2024,9/30/2024,-0.24,-0.72,-0.48,-200.0000
ALXO,11/11/2024,9/30/2024,-0.78,-0.58,0.2,25.6410
AM,10/30/2024,9/30/2024,0.23,0.21,-0.02,-8.6957
AMAL,10/24/2024,9/30/2024,0.83,0.91,0.08,9.6386
AMAT,11/14/2024,10/31/2024,2.19,2.32,0.13,5.9361
AMBA,11/28/2024,10/31/2024,0.03,0.11,0.08,266.6667
AMBC,11/12/2024,9/30/2024,0.08,-0.46,-0.54,-675.0000
AMBP,10/24/2024,9/30/2024,0.07,0.08,0.01,14.2857
AMC,11/6/2024,9/30/2024,-0.11,-0.06,0.05,45.4545
AMCR,10/31/2024,9/30/2024,0.16,0.16,0,0.0000
AMCX,11/8/2024,9/30/2024,0.62,0.91,0.29,46.7742
AMD,10/28/2024,9/30/2024,0.92,0.92,0,0.0000
AME,10/31/2024,9/30/2024,1.62,1.66,0.04,2.4691
AMED,11/4/2024,9/30/2024,1.17,1,-0.17,-14.5299
AMG,11/4/2024,9/30/2024,4.84,4.82,-0.02,-0.4132
AMGN,10/30/2024,9/30/2024,5.11,5.58,0.47,9.1977
AMH,10/29/2024,9/30/2024,0.13,0.2,0.07,53.8462
AMKR,10/28/2024,9/30/2024,0.5,0.49,-0.01,-2.0000
AMN,11/7/2024,9/30/2024,0.57,0.61,0.04,7.0175
AMP,10/23/2024,9/30/2024,8.92,8.1,-0.82,-9.1928
AMPH,11/6/2024,9/30/2024,1,0.96,-0.04,-4.0000
AMPL,11/8/2024,9/30/2024,0.0079,0.038,0.0301,381.0127
AMPS,11/12/2024,9/30/2024,0.03,0.0443,0.0143,47.6667
AMPY,11/6/2024,9/30/2024,0.27,0.54,0.27,100.0000
AMR,11/1/2024,9/30/2024,1.03,0.29,-0.74,-71.8447
AMRC,11/7/2024,9/30/2024,0.47,0.33,-0.14,-29.7872
AMRK,11/6/2024,9/30/2024,0.87,0.37,-0.5,-57.4713
AMRX,11/8/2024,9/30/2024,0.13,0.16,0.03,23.0769
AMSC,10/30/2024,9/30/2024,0.04,0.27,0.23,575.0000
AMSF,10/23/2024,9/30/2024,0.58,0.58,0,0.0000
AMT,10/29/2024,9/30/2024,1.57,0.89,-0.68,-43.3121
AMTB,10/23/2024,9/30/2024,0.21,0.27,0.06,28.5714
AMTM,12/17/2024,9/30/2024,0.25,0.47,0.22,88.0000
AMWD,11/28/2024,10/31/2024,2.36,2.08,-0.28,-11.8644
AMZN,10/31/2024,9/30/2024,1.14,1.43,0.29,25.4386
AN,10/25/2024,9/30/2024,4.38,4.02,-0.36,-8.2192
ANAB,11/8/2024,9/30/2024,-1.65,-1.14,0.51,30.9091
ANDE,11/4/2024,9/30/2024,0.43,0.8,0.37,86.0465
ANET,11/7/2024,9/30/2024,2.08,2.4,0.32,15.3846
ANF,11/26/2024,10/31/2024,2.37,2.5,0.13,5.4852
ANGI,11/11/2024,9/30/2024,-0.0013,0.07,0.0713,5484.6154
ANGO,1/3/2025,11/30/2024,-0.11,-0.04,0.07,63.6364
ANIK,10/31/2024,9/30/2024,-0.01,-0.25,-0.24,-2400.0000
ANIP,11/8/2024,9/30/2024,1.09,1.34,0.25,22.9358
ANNX,11/11/2024,9/30/2024,-0.26,-0.25,0.01,3.8462
ANSS,11/6/2024,9/30/2024,1.72,2.58,0.86,50.0000
AON,10/25/2024,9/30/2024,2.48,2.72,0.24,9.6774
AORT,11/7/2024,9/30/2024,-0.06,-0.05,0.01,16.6667
AOS,10/22/2024,9/30/2024,0.83,0.82,-0.01,-1.2048
AOSL,11/4/2024,9/30/2024,0.22,0.21,-0.01,-4.5455
APA,11/6/2024,9/30/2024,1.01,1,-0.01,-0.9901
APAM,10/29/2024,9/30/2024,0.9,0.92,0.02,2.2222
APD,11/5/2024,9/30/2024,3.49,3.56,0.07,2.0057
APG,10/31/2024,9/30/2024,0.51,0.51,0,0.0000
APGE,11/13/2024,9/30/2024,-0.74,-0.86,-0.12,-16.2162
APH,10/23/2024,9/30/2024,0.45,0.5,0.05,11.1111
APLD,1/14/2025,11/30/2024,-0.22,-0.06,0.16,72.7273
APLE,11/4/2024,9/30/2024,0.25,0.23,-0.02,-8.0000
APLS,11/5/2024,9/30/2024,-0.3,-0.4624,-0.1624,-54.1333
APLT,11/7/2024,9/30/2024,-0.16,-0.48,-0.32,-200.0000
APO,11/5/2024,9/30/2024,1.72,1.85,0.13,7.5581
APOG,12/19/2024,11/30/2024,1.1133,1.19,0.0767,6.8894
APP,11/6/2024,9/30/2024,0.92,1.25,0.33,35.8696
APPF,10/24/2024,9/30/2024,1.03,1.29,0.26,25.2427
APPN,11/7/2024,9/30/2024,-0.08,0.15,0.23,287.5000
APPS,11/6/2024,9/30/2024,0.06,0.05,-0.01,-16.6667
APTV,10/31/2024,9/30/2024,1.68,1.83,0.15,8.9286
AQST,11/4/2024,9/30/2024,-0.13,-0.13,0,0.0000
AR,10/30/2024,9/30/2024,-0.04,-0.12,-0.08,-200.0000
ARAY,11/6/2024,9/30/2024,-0.05,-0.04,0.01,20.0000
ARCB,11/1/2024,9/30/2024,1.83,1.64,-0.19,-10.3825
ARCT,11/7/2024,9/30/2024,-1.22,-0.26,0.96,78.6885
ARDX,10/31/2024,9/30/2024,-0.05,-0.0034,0.0466,93.2000
ARE,10/21/2024,9/30/2024,0.9,0.96,0.06,6.6667
ARES,11/1/2024,9/30/2024,0.94,0.95,0.01,1.0638
ARHS,11/7/2024,9/30/2024,0.08,0.07,-0.01,-12.5000
ARI,10/30/2024,9/30/2024,0.26,0.31,0.05,19.2308
ARIS,11/5/2024,9/30/2024,0.3025,0.34,0.0375,12.3967
ARKO,11/7/2024,9/30/2024,0.12,0.07,-0.05,-41.6667
ARLO,11/7/2024,9/30/2024,0.1,0.11,0.01,10.0000
ARMK,11/11/2024,9/30/2024,0.5344,0.54,0.0056,1.0479
AROC,11/12/2024,9/30/2024,0.27,0.22,-0.05,-18.5185
AROW,10/31/2024,9/30/2024,0.53,0.53,0,0.0000
ARQT,11/6/2024,9/30/2024,-0.42,-0.33,0.09,21.4286
ARR,10/23/2024,9/30/2024,0.99,1,0.01,1.0101
ARRY,11/7/2024,9/30/2024,0.14,0.17,0.03,21.4286
ARVN,10/30/2024,9/30/2024,-0.96,-0.68,0.28,29.1667
ARW,10/31/2024,9/30/2024,2.22,2.38,0.16,7.2072
ARWR,11/27/2024,9/30/2024,-0.922,-1.37,-0.448,-48.5900
AS,11/19/2024,9/30/2024,0.1029,0.14,0.0371,36.0544
ASAN,12/5/2024,10/31/2024,-0.07,-0.02,0.05,71.4286
ASB,10/24/2024,9/30/2024,0.5,0.56,0.06,12.0000
ASC,11/6/2024,9/30/2024,0.5477,0.55,0.0023,0.4199
ASGN,10/23/2024,9/30/2024,1.36,1.43,0.07,5.1471
ASH,11/6/2024,9/30/2024,1.28,1.26,-0.02,-1.5625
ASIX,11/1/2024,9/30/2024,0.65,0.88,0.23,35.3846
ASLE,11/7/2024,9/30/2024,0.05,0.04,-0.01,-20.0000
ASO,11/28/2024,10/31/2024,1.3,0.98,-0.32,-24.6154
ASPN,11/6/2024,9/30/2024,-0.08,0.19,0.27,337.5000
ASTE,11/6/2024,9/30/2024,0.31,0.31,0,0.0000
ASTH,11/7/2024,9/30/2024,0.32,0.33,0.01,3.1250
ASTS,11/14/2024,9/30/2024,-0.2,-1.1,-0.9,-450.0000
ASUR,10/31/2024,9/30/2024,0.19,0.14,-0.05,-26.3158
ATEC,10/30/2024,9/30/2024,-0.25,-0.28,-0.03,-12.0000
ATEN,11/8/2024,9/30/2024,0.1913,0.21,0.0187,9.7752
ATEX,11/13/2024,9/30/2024,-0.59,-0.69,-0.1,-16.9492
ATGE,10/29/2024,9/30/2024,1.14,1.29,0.15,13.1579
ATI,10/29/2024,9/30/2024,0.66,0.6,-0.06,-9.0909
ATKR,11/15/2024,9/30/2024,2.4679,2.43,-0.0379,-1.5357
ATMU,11/8/2024,9/30/2024,0.5165,0.61,0.0935,18.1026
ATNI,10/29/2024,9/30/2024,-0.16,0.07,0.23,143.7500
ATO,11/6/2024,9/30/2024,0.8,0.83,0.03,3.7500
ATR,10/24/2024,9/30/2024,1.42,1.49,0.07,4.9296
ATRC,10/29/2024,9/30/2024,-0.19,-0.17,0.02,10.5263
ATRO,11/6/2024,9/30/2024,0.08,-0.34,-0.42,-525.0000
ATSG,11/8/2024,9/30/2024,0.17,0.13,-0.04,-23.5294
ATXS,11/11/2024,9/30/2024,-0.42,-0.42,0,0.0000
AUB,10/21/2024,9/30/2024,0.82,0.83,0.01,1.2195
AUPH,11/7/2024,9/30/2024,0.01,0.1,0.09,900.0000
AUR,10/31/2024,9/30/2024,-0.11,-0.13,-0.02,-18.1818
AURA,11/13/2024,9/30/2024,-0.44,-0.42,0.02,4.5455
AVA,11/6/2024,9/30/2024,0.13,0.23,0.1,76.9231
AVAV,12/3/2024,10/31/2024,0.72,0.47,-0.25,-34.7222
AVB,10/23/2024,9/30/2024,1.24,2.61,1.37,110.4839
AVBP,11/14/2024,9/30/2024,-1.0671,-0.61,0.4571,42.8357
AVD,11/6/2024,9/30/2024,-0.09,-0.92,-0.83,-922.2222
AVDL,11/6/2024,9/30/2024,-0.05,-0.0273,0.0227,45.4000
AVDX,11/6/2024,9/30/2024,0.0661,0.07,0.0039,5.9002
AVGO,12/12/2024,10/31/2024,1.39,1.42,0.03,2.1583
AVIR,11/7/2024,9/30/2024,-0.49,-0.37,0.12,24.4898
AVNS,10/30/2024,9/30/2024,0.35,0.36,0.01,2.8571
AVNT,10/31/2024,9/30/2024,0.63,0.65,0.02,3.1746
AVNW,11/5/2024,9/30/2024,-0.03,0.72,0.75,2500.0000
AVO,12/19/2024,10/31/2024,0.08,0.28,0.2,250.0000
AVPT,11/7/2024,9/30/2024,0.05,0.06,0.01,20.0000
AVT,10/30/2024,9/30/2024,0.86,0.92,0.06,6.9767
AVTE,11/14/2024,9/30/2024,-0.17,-0.56,-0.39,-229.4118
AVTR,10/25/2024,9/30/2024,0.25,0.26,0.01,4.0000
AVXL,11/25/2024,9/30/2024,-0.17,-0.14,0.03,17.6471
AVY,10/23/2024,9/30/2024,2.33,2.33,0,0.0000
AWI,10/29/2024,9/30/2024,1.75,1.81,0.06,3.4286
AWK,10/30/2024,9/30/2024,1.84,1.77,-0.07,-3.8043
AWR,11/6/2024,9/30/2024,0.98,0.95,-0.03,-3.0612
AX,10/30/2024,9/30/2024,1.78,1.93,0.15,8.4270
AXGN,11/7/2024,9/30/2024,0.01,0.07,0.06,600.0000
AXL,11/8/2024,9/30/2024,-0.05,0.2,0.25,500.0000
AXON,11/7/2024,9/30/2024,1.19,1.45,0.26,21.8487
AXP,10/18/2024,9/30/2024,3.28,3.49,0.21,6.4024
AXS,10/31/2024,9/30/2024,2.5399,2.71,0.1701,6.6971
AXSM,11/12/2024,9/30/2024,-1.41,-1.3419,0.0681,4.8298
AXTA,10/30/2024,9/30/2024,0.51,0.59,0.08,15.6863
AYI,1/7/2025,11/30/2024,3.87,3.97,0.1,2.5840
AZEK,11/19/2024,9/30/2024,0.27,0.29,0.02,7.4074
AZO,12/10/2024,11/30/2024,33.77,32.52,-1.25,-3.7015
AZTA,11/11/2024,9/30/2024,0.1117,0.18,0.0683,61.1459
AZZ,1/7/2025,11/30/2024,1.24,1.39,0.15,12.0968
BA,10/23/2024,9/30/2024,-10.52,-10.44,0.08,0.7605
BAC,10/15/2024,9/30/2024,0.77,0.81,0.04,5.1948
BAH,10/25/2024,9/30/2024,1.49,1.81,0.32,21.4765
BALL,10/31/2024,9/30/2024,0.85,0.91,0.06,7.0588
BANC,10/22/2024,9/30/2024,0.1,0.25,0.15,150.0000
BAND,10/31/2024,9/30/2024,0.32,0.43,0.11,34.3750
BANF,10/17/2024,9/30/2024,1.58,1.75,0.17,10.7595
BANR,10/16/2024,9/30/2024,1.16,1.3,0.14,12.0690
BASE,12/4/2024,10/31/2024,-0.08,-0.05,0.03,37.5000
BATRA,9/30/2024,9/30/2024,0.35,0.16,-0.19,-54.2857
BATRK,9/30/2024,9/30/2024,0.3167,0.16,-0.1567,-49.4790
BAX,11/8/2024,9/30/2024,0.78,0.49,-0.29,-37.1795
BBAI,11/6/2024,9/30/2024,-0.07,-0.0238,0.0462,66.0000
BBIO,11/1/2024,9/30/2024,-0.98,-0.8596,0.1204,12.2857
BBSI,11/6/2024,9/30/2024,0.68,0.74,0.06,8.8235
BBW,12/5/2024,10/31/2024,0.6525,0.73,0.0775,11.8774
BBWI,11/25/2024,10/31/2024,0.47,0.49,0.02,4.2553
BBY,11/19/2024,10/31/2024,1.29,1.26,-0.03,-2.3256
BC,10/24/2024,9/30/2024,1.2,1.17,-0.03,-2.5000
BCAL,10/29/2024,9/30/2024,-0.39,-0.59,-0.2,-51.2821
BCBP,10/18/2024,9/30/2024,0.32,0.32,0,0.0000
BCC,11/4/2024,9/30/2024,2.32,2.33,0.01,0.4310
BCML,10/17/2024,9/30/2024,0.51,0.54,0.03,5.8824
BCO,11/6/2024,9/30/2024,1.79,1.51,-0.28,-15.6425
BCPC,10/25/2024,9/30/2024,1.11,1.13,0.02,1.8018
BCRX,11/4/2024,9/30/2024,-0.06,-0.07,-0.01,-16.6667
BDC,10/31/2024,9/30/2024,1.61,1.7,0.09,5.5901
BDN,10/22/2024,9/30/2024,0.05,-0.96,-1.01,-2020.0000
BDX,11/7/2024,9/30/2024,3.77,3.81,0.04,1.0610
BE,11/7/2024,9/30/2024,0.08,-0.01,-0.09,-112.5000
BEAM,11/5/2024,9/30/2024,-1.16,-1.17,-0.01,-0.8621
BECN,10/30/2024,9/30/2024,2.83,2.8,-0.03,-1.0601
BELFB,10/23/2024,9/30/2024,0.93,0.99,0.06,6.4516
BEN,10/29/2024,9/30/2024,0.6,0.59,-0.01,-1.6667
BEPC,11/1/2024,9/30/2024,-0.28,-0.32,-0.04,-14.2857
BERY,11/14/2024,9/30/2024,2.26,2.27,0.01,0.4425
BFAM,11/4/2024,9/30/2024,1.06,1.11,0.05,4.7170
BFC,10/15/2024,9/30/2024,1.54,1.65,0.11,7.1429
BFH,10/24/2024,9/30/2024,1.86,1.83,-0.03,-1.6129
BFS,11/4/2024,9/30/2024,0.43,0.48,0.05,11.6279
BFST,10/24/2024,9/30/2024,0.57,0.68,0.11,19.2982
BG,10/30/2024,9/30/2024,2.15,2.29,0.14,6.5116
BGC,10/31/2024,9/30/2024,0.23,0.26,0.03,13.0435
BGS,11/5/2024,9/30/2024,0.2,0.13,-0.07,-35.0000
BHB,10/22/2024,9/30/2024,0.68,0.8,0.12,17.6471
BHE,10/30/2024,9/30/2024,0.54,0.57,0.03,5.5556
BHF,11/7/2024,9/30/2024,4.5,3.99,-0.51,-11.3333
BHLB,10/24/2024,9/30/2024,0.55,0.58,0.03,5.4545
BHR,11/6/2024,9/30/2024,-0.48,-0.02,0.46,95.8333
BHRB,10/25/2024,9/30/2024,1.75,1.82,0.07,4.0000
BHVN,11/13/2024,9/30/2024,-1.5506,-1.74,-0.1894,-12.2146
BIGC,11/7/2024,9/30/2024,0.02,0.06,0.04,200.0000
BIIB,10/30/2024,9/30/2024,3.79,4.08,0.29,7.6517
BILL,11/7/2024,9/30/2024,0.5,0.63,0.13,26.0000
BIO,10/30/2024,9/30/2024,1.16,2.01,0.85,73.2759
BIRK,12/18/2024,9/30/2024,0.2575,0.29,0.0325,12.6214
BJ,11/21/2024,10/31/2024,0.91,1.18,0.27,29.6703
BJRI,10/31/2024,9/30/2024,0.02,-0.13,-0.15,-750.0000
BK,10/11/2024,9/30/2024,1.42,1.52,0.1,7.0423
BKD,11/6/2024,9/30/2024,-0.17,-0.22,-0.05,-29.4118
BKE,11/15/2024,10/31/2024,0.8975,0.88,-0.0175,-1.9499
BKH,11/6/2024,9/30/2024,0.48,0.35,-0.13,-27.0833
BKNG,10/30/2024,9/30/2024,77.52,83.89,6.37,8.2172
BKR,10/22/2024,9/30/2024,0.61,0.67,0.06,9.8361
BKU,10/22/2024,9/30/2024,0.74,0.81,0.07,9.4595
BL,11/7/2024,9/30/2024,0.52,0.6,0.08,15.3846
BLBD,12/9/2024,9/30/2024,0.6545,0.77,0.1155,17.6471
BLD,11/5/2024,9/30/2024,5.63,5.68,0.05,0.8881
BLDE,11/12/2024,9/30/2024,-0.05,-0.025,0.025,50.0000
BLDR,11/5/2024,9/30/2024,2.98,3.07,0.09,3.0201
BLFS,11/12/2024,9/30/2024,-0.09,-0.0175,0.0725,80.5556
BLFY,10/23/2024,9/30/2024,-0.175,-0.19,-0.015,-8.5714
BLK,10/11/2024,9/30/2024,10.33,11.46,1.13,10.9390
BLKB,10/30/2024,9/30/2024,1.07,0.99,-0.08,-7.4766
BLMN,11/8/2024,9/30/2024,0.21,0.21,0,0.0000
BLND,11/7/2024,9/30/2024,-0.0218,0.006,0.0278,127.5229
BLNK,11/7/2024,9/30/2024,-0.16,-0.86,-0.7,-437.5000
BLUE,11/5/2024,9/30/2024,-0.36,-0.31,0.05,13.8889
BMBL,11/6/2024,9/30/2024,0.19,2.33,2.14,1126.3158
BMEA,10/30/2024,9/30/2024,-0.9065,-0.91,-0.0035,-0.3861
BMI,10/17/2024,9/30/2024,1.11,1.08,-0.03,-2.7027
BMRC,10/28/2024,9/30/2024,0.27,0.28,0.01,3.7037
BMRN,10/29/2024,9/30/2024,0.52,0.55,0.03,5.7692
BMY,10/31/2024,9/30/2024,1.49,1.8,0.31,20.8054
BNL,10/30/2024,9/30/2024,0.21,0.19,-0.02,-9.5238
BOC,11/11/2024,9/30/2024,-0.01,-0.05,-0.04,-400.0000
BOH,10/28/2024,9/30/2024,0.82,0.93,0.11,13.4146
BOKF,10/21/2024,9/30/2024,1.98,2.18,0.2,10.1010
BOOM,11/4/2024,9/30/2024,0.01,-0.49,-0.5,-5000.0000
BOOT,10/28/2024,9/30/2024,0.95,0.95,0,0.0000
BORR,11/6/2024,9/30/2024,0.09,0.04,-0.05,-55.5556
BOW,11/5/2024,9/30/2024,0.3473,0.38,0.0327,9.4155
BOX,12/3/2024,10/31/2024,0.42,0.45,0.03,7.1429
BPMC,10/30/2024,9/30/2024,-0.97,-0.89,0.08,8.2474
BPOP,10/23/2024,9/30/2024,2.31,2.16,-0.15,-6.4935
BR,10/31/2024,9/30/2024,0.97,1,0.03,3.0928
BRBR,11/19/2024,9/30/2024,0.505,0.51,0.005,0.9901
BRCC,11/4/2024,9/30/2024,-0.02,-0.01,0.01,50.0000
BRKL,10/23/2024,9/30/2024,0.2,0.23,0.03,15.0000
BRKR,10/31/2024,9/30/2024,0.59,0.6,0.01,1.6949
BRO,10/28/2024,9/30/2024,0.88,0.91,0.03,3.4091
BROS,11/6/2024,9/30/2024,0.12,0.16,0.04,33.3333
BRSP,10/29/2024,9/30/2024,0.2,0.14,-0.06,-30.0000
BRX,10/28/2024,9/30/2024,0.22,0.32,0.1,45.4545
BRY,11/7/2024,9/30/2024,0.15,0.14,-0.01,-6.6667
BRZE,12/10/2024,10/31/2024,-0.0054,0.02,0.0254,470.3704
