ticker,date,period_ending,estimate,reported,surprise,surprise%
BSRR,10/21/2024,9/30/2024,0.73,0.74,0.01,1.3699
BSX,10/23/2024,9/30/2024,0.59,0.63,0.04,6.7797
BSY,11/7/2024,9/30/2024,0.24,0.24,0,0.0000
BTBT,11/12/2024,9/30/2024,-0.02,-0.1128,-0.0928,-464.0000
BTSG,11/1/2024,9/30/2024,0.17,0.11,-0.06,-35.2941
BTU,10/31/2024,9/30/2024,0.59,0.74,0.15,25.4237
BUR,11/7/2024,9/30/2024,0.3007,0.6067,0.306,101.7626
BURL,11/19/2024,10/31/2024,1.5462,1.55,0.0038,0.2458
BUSE,10/22/2024,9/30/2024,0.54,0.58,0.04,7.4074
BV,11/13/2024,9/30/2024,0.3,0.3,0,0.0000
BVS,11/5/2024,9/30/2024,0.03,0.06,0.03,100.0000
BWA,10/31/2024,9/30/2024,0.92,1.09,0.17,18.4783
BWB,10/23/2024,9/30/2024,0.24,0.28,0.04,16.6667
BWIN,11/4/2024,9/30/2024,0.34,-0.1309,-0.4709,-138.5000
BWMN,11/7/2024,9/30/2024,0.39,0.3,-0.09,-23.0769
BWXT,11/4/2024,9/30/2024,0.77,0.83,0.06,7.7922
BX,10/17/2024,9/30/2024,0.92,1.01,0.09,9.7826
BXC,10/29/2024,9/30/2024,1.2,1.95,0.75,62.5000
BXMT,10/23/2024,9/30/2024,0.31,0.39,0.08,25.8065
BXP,10/29/2024,9/30/2024,0.54,0.53,-0.01,-1.8519
BY,10/24/2024,9/30/2024,0.65,0.69,0.04,6.1538
BYD,10/24/2024,9/30/2024,1.38,1.52,0.14,10.1449
BYND,11/6/2024,9/30/2024,-0.44,-0.41,0.03,6.8182
BYON,10/24/2024,9/30/2024,-0.7,-0.93,-0.23,-32.8571
BYRN,2/12/2025,11/30/2024,0.05,0.4443,0.3943,788.6000
BZH,11/13/2024,9/30/2024,1.35,1.7426,0.3926,29.0815
C,10/15/2024,9/30/2024,1.31,1.51,0.2,15.2672
CABA,11/7/2024,9/30/2024,-0.6,-0.62,-0.02,-3.3333
CABO,11/7/2024,9/30/2024,9.08,7.58,-1.5,-16.5198
CAC,10/29/2024,9/30/2024,0.83,0.94,0.11,13.2530
CACC,10/30/2024,9/30/2024,9.05,8.79,-0.26,-2.8729
CACI,10/23/2024,9/30/2024,5.07,5.93,0.86,16.9625
CADE,10/21/2024,9/30/2024,0.64,0.73,0.09,14.0625
CAG,1/2/2025,11/30/2024,0.68,0.7,0.02,2.9412
CAH,11/1/2024,9/30/2024,1.62,1.88,0.26,16.0494
CAKE,10/31/2024,10/31/2024,0.4929,0.58,0.0871,17.6709
CAL,11/19/2024,10/31/2024,1.355,1.23,-0.125,-9.2251
CALM,1/1/2025,11/30/2024,3.03,4.4786,1.4486,47.8086
CALX,10/28/2024,9/30/2024,0.09,0.13,0.04,44.4444
CAPR,11/12/2024,9/30/2024,-0.36,-0.38,-0.02,-5.5556
CAR,10/31/2024,9/30/2024,8.18,6.65,-1.53,-18.7042
CARE,10/24/2024,9/30/2024,0.2233,0.23,0.0067,3.0004
CARG,11/7/2024,9/30/2024,0.42,0.45,0.03,7.1429
CARR,10/24/2024,9/30/2024,0.82,0.77,-0.05,-6.0976
CARS,11/7/2024,9/30/2024,0.05,0.28,0.23,460.0000
CART,11/12/2024,9/30/2024,0.21,0.4282,0.2182,103.9048
CASH,10/23/2024,9/30/2024,1.28,1.35,0.07,5.4688
CASS,10/17/2024,9/30/2024,0.5,0.21,-0.29,-58.0000
CASY,12/9/2024,10/31/2024,4.28,4.85,0.57,13.3178
CAT,10/30/2024,9/30/2024,5.34,5.17,-0.17,-3.1835
CATX,11/13/2024,9/30/2024,-0.2038,-0.21,-0.0062,-3.0422
CATY,10/21/2024,9/30/2024,0.95,0.94,-0.01,-1.0526
CAVA,11/12/2024,9/30/2024,0.11,0.1679,0.0579,52.6364
CB,10/29/2024,9/30/2024,4.98,5.72,0.74,14.8594
CBAN,10/23/2024,9/30/2024,0.33,0.32,-0.01,-3.0303
CBOE,11/1/2024,9/30/2024,2.19,2.22,0.03,1.3699
CBRE,10/24/2024,9/30/2024,1.06,1.2,0.14,13.2075
CBRL,12/4/2024,10/31/2024,0.45,0.45,0,0.0000
CBSH,10/17/2024,9/30/2024,1,1.07,0.07,7.0000
CBT,11/4/2024,9/30/2024,1.81,1.8,-0.01,-0.5525
CBU,10/22/2024,9/30/2024,0.88,0.83,-0.05,-5.6818
CBZ,10/29/2024,9/30/2024,0.76,0.84,0.08,10.5263
CC,11/4/2024,9/30/2024,0.28,0.4,0.12,42.8571
CCB,10/28/2024,9/30/2024,0.95,0.97,0.02,2.1053
CCBG,10/22/2024,9/30/2024,0.77,0.78,0.01,1.2987
CCCC,10/31/2024,9/30/2024,-0.38,-0.35,0.03,7.8947
CCCS,10/28/2024,9/30/2024,0.09,0.1,0.01,11.1111
CCI,10/16/2024,9/30/2024,0.67,0.7,0.03,4.4776
CCK,10/17/2024,9/30/2024,1.8,1.99,0.19,10.5556
CCL,12/19/2024,11/30/2024,0.06,0.14,0.08,133.3333
CCNE,10/21/2024,9/30/2024,0.57,0.61,0.04,7.0175
CCO,10/31/2024,9/30/2024,-0.06,-0.06,0,0.0000
CCOI,11/7/2024,9/30/2024,-1.19,-1.33,-0.14,-11.7647
CCRN,11/6/2024,9/30/2024,0.1,0.12,0.02,20.0000
CCS,10/23/2024,9/30/2024,2.56,2.59,0.03,1.1719
CCSI,11/8/2024,9/30/2024,1.2926,1.31,0.0174,1.3461
CDE,11/6/2024,9/30/2024,0.07,0.12,0.05,71.4286
CDLX,11/6/2024,9/30/2024,-0.24,-0.15,0.09,37.5000
CDNA,11/4/2024,9/30/2024,0.01,0.14,0.13,1300.0000
CDNS,10/28/2024,9/30/2024,1.44,1.64,0.2,13.8889
CDP,10/28/2024,9/30/2024,0.32,0.32,0,0.0000
CDRE,11/7/2024,9/30/2024,0.095,0.1014,0.0064,6.7368
CDW,10/30/2024,9/30/2024,2.86,2.63,-0.23,-8.0420
CDXS,10/31/2024,9/30/2024,-0.24,-0.29,-0.05,-20.8333
CE,11/4/2024,9/30/2024,2.85,2.44,-0.41,-14.3860
CECO,10/29/2024,9/30/2024,0.19,0.14,-0.05,-26.3158
CEG,11/4/2024,9/30/2024,2.8156,3.82,1.0044,35.6727
CELC,11/11/2024,9/30/2024,-0.7,-0.65,0.05,7.1429
CELH,11/6/2024,9/30/2024,0.03,-0.0033,-0.0333,-111.0000
CENT,11/18/2024,9/30/2024,-0.1943,-0.1877,0.0066,3.3968
CENTA,11/18/2024,9/30/2024,-0.24,-0.1877,0.0523,21.7917
CENX,11/4/2024,9/30/2024,0.27,0.63,0.36,133.3333
CERS,10/30/2024,9/30/2024,-0.03,-0.02,0.01,33.3333
CERT,11/6/2024,9/30/2024,0.11,0.13,0.02,18.1818
CEVA,11/7/2024,9/30/2024,0.1,0.14,0.04,40.0000
CF,10/30/2024,9/30/2024,1.18,1.34,0.16,13.5593
CFFN,10/23/2024,9/30/2024,0.08,0.09,0.01,12.5000
CFG,10/16/2024,9/30/2024,0.79,0.77,-0.02,-2.5316
CFLT,10/30/2024,9/30/2024,0.05,0.1,0.05,100.0000
CFR,10/31/2024,9/30/2024,2.17,2.24,0.07,3.2258
CG,11/7/2024,9/30/2024,0.89,0.95,0.06,6.7416
CGEM,11/6/2024,9/30/2024,-0.81,-0.69,0.12,14.8148
CGNX,10/30/2024,9/30/2024,0.19,0.2,0.01,5.2632
CGON,11/27/2024,9/30/2024,-0.3406,-0.3,0.0406,11.9201
CHCO,10/24/2024,9/30/2024,1.92,2.02,0.1,5.2083
CHCT,10/29/2024,9/30/2024,0.07,0.04,-0.03,-42.8571
CHD,11/1/2024,9/30/2024,0.68,0.79,0.11,16.1765
CHDN,10/23/2024,9/30/2024,1.06,0.97,-0.09,-8.4906
CHE,10/29/2024,9/30/2024,5.76,5.64,-0.12,-2.0833
CHEF,10/30/2024,9/30/2024,0.34,0.36,0.02,5.8824
CHGG,11/12/2024,9/30/2024,0.08,0.09,0.01,12.5000
CHH,11/5/2024,9/30/2024,1.91,2.23,0.32,16.7539
CHPT,11/11/2024,10/31/2024,-0.09,-0.097,-0.007,-7.7778
CHRD,11/6/2024,9/30/2024,3.78,3.4,-0.38,-10.0529
CHRS,11/6/2024,9/30/2024,-0.12,-0.01,0.11,91.6667
CHRW,10/30/2024,9/30/2024,1.15,1.28,0.13,11.3043
CHTR,11/1/2024,9/30/2024,8.67,8.82,0.15,1.7301
CHX,10/23/2024,9/30/2024,0.46,0.44,-0.02,-4.3478
CI,10/31/2024,9/30/2024,7.2,7.51,0.31,4.3056
CIEN,12/12/2024,10/31/2024,0.6486,0.54,-0.1086,-16.7438
CIFR,10/31/2024,9/30/2024,-0.08,-0.26,-0.18,-225.0000
CIM,11/6/2024,9/30/2024,0.44,0.36,-0.08,-18.1818
CINF,10/24/2024,9/30/2024,1.46,1.42,-0.04,-2.7397
CIO,10/31/2024,9/30/2024,-0.12,-0.11,0.01,8.3333
CIVB,10/29/2024,9/30/2024,0.44,0.53,0.09,20.4545
CIVI,11/7/2024,9/30/2024,1.99,1.99,0,0.0000
CL,10/25/2024,9/30/2024,0.89,0.91,0.02,2.2472
CLB,10/24/2024,9/30/2024,0.234,0.25,0.016,6.8376
CLBK,10/24/2024,9/30/2024,0.06,0.06,0,0.0000
CLDT,11/7/2024,9/30/2024,0.03,0.05,0.02,66.6667
CLDX,10/31/2024,9/30/2024,-0.67,-0.64,0.03,4.4776
CLF,10/21/2024,9/30/2024,-0.23,-0.52,-0.29,-126.0870
CLFD,11/7/2024,9/30/2024,-0.19,-0.06,0.13,68.4211
CLH,10/30/2024,9/30/2024,2.18,2.12,-0.06,-2.7523
CLMB,10/30/2024,9/30/2024,0.85,1.48,0.63,74.1176
CLNE,11/6/2024,9/30/2024,-0.02,0.02,0.04,200.0000
CLVT,11/6/2024,9/30/2024,0.19,0.19,0,0.0000
CLW,11/4/2024,9/30/2024,0.29,0.35,0.06,20.6897
CLX,10/30/2024,9/30/2024,1.4,1.86,0.46,32.8571
CMA,10/18/2024,9/30/2024,1.17,1.33,0.16,13.6752
CMC,1/6/2025,11/30/2024,0.792,0.78,-0.012,-1.5152
CMCO,10/30/2024,9/30/2024,0.7,0.7,0,0.0000
CMCSA,10/31/2024,9/30/2024,1.06,1.12,0.06,5.6604
CME,10/23/2024,9/30/2024,2.66,2.68,0.02,0.7519
CMG,10/29/2024,9/30/2024,0.25,0.27,0.02,8.0000
CMI,11/5/2024,9/30/2024,4.8,5.86,1.06,22.0833
CMP,10/30/2024,9/30/2024,-0.46,-1.01,-0.55,-119.5652
CMPO,11/7/2024,9/30/2024,0.29,0.27,-0.02,-6.8966
CMPR,10/30/2024,9/30/2024,0.29,-0.5,-0.79,-272.4138
CMPX,11/12/2024,9/30/2024,-0.11,-0.08,0.03,27.2727
CMRE,11/1/2024,9/30/2024,0.64,0.68,0.04,6.2500
CMS,10/31/2024,9/30/2024,0.78,0.84,0.06,7.6923
CMT,11/5/2024,9/30/2024,0.23,0.36,0.13,56.5217
CMTG,11/8/2024,9/30/2024,0.132,-0.17,-0.302,-228.7879
CNA,11/4/2024,9/30/2024,1.07,1.08,0.01,0.9346
CNC,10/25/2024,9/30/2024,1.33,1.62,0.29,21.8045
CNDT,11/6/2024,9/30/2024,-0.15,-0.14,0.01,6.6667
CNH,11/8/2024,9/30/2024,0.2786,0.24,-0.0386,-13.8550
CNK,10/31/2024,9/30/2024,0.56,1.19,0.63,112.5000
CNM,12/3/2024,10/31/2024,0.6649,0.6909,0.026,3.9104
CNMD,10/30/2024,9/30/2024,0.99,1.05,0.06,6.0606
CNNE,11/12/2024,9/30/2024,-0.22,-0.22,0,0.0000
CNO,10/31/2024,9/30/2024,0.82,1.11,0.29,35.3659
CNOB,10/24/2024,9/30/2024,0.44,0.43,-0.01,-2.2727
CNP,10/28/2024,9/30/2024,0.32,0.31,-0.01,-3.1250
CNR,11/5/2024,9/30/2024,3.165,3.22,0.055,1.7378
CNS,10/16/2024,9/30/2024,0.78,0.77,-0.01,-1.2821
CNX,10/24/2024,9/30/2024,0.33,0.41,0.08,24.2424
CNXC,1/22/2025,11/30/2024,3.008,3.26,0.252,8.3777
CNXN,10/30/2024,9/30/2024,1,1.02,0.02,2.0000
COCO,10/30/2024,9/30/2024,0.2433,0.2847,0.0414,17.0160
CODI,10/30/2024,9/30/2024,0.54,0.64,0.1,18.5185
COF,10/24/2024,9/30/2024,3.76,4.51,0.75,19.9468
COGT,10/31/2024,9/30/2024,-0.5664,-0.6412,-0.0748,-13.2062
COHR,11/6/2024,9/30/2024,0.61,0.74,0.13,21.3115
COHU,10/31/2024,9/30/2024,-0.07,-0.08,-0.01,-14.2857
COIN,10/30/2024,9/30/2024,0.41,0.28,-0.13,-31.7073
COLB,10/24/2024,9/30/2024,0.62,0.69,0.07,11.2903
COLD,11/7/2024,9/30/2024,0.1,-0.01,-0.11,-110.0000
COLL,11/7/2024,9/30/2024,1.59,1.61,0.02,1.2579
COLM,10/30/2024,9/30/2024,1.36,1.56,0.2,14.7059
COMM,11/7/2024,9/30/2024,0.31,-0.05,-0.36,-116.1290
COMP,10/30/2024,9/30/2024,-0.03,-0.0034,0.0266,88.6667
COO,12/5/2024,10/31/2024,0.9999,1.04,0.0401,4.0104
COOP,10/23/2024,9/30/2024,2.59,2.84,0.25,9.6525
COP,10/31/2024,9/30/2024,1.64,1.78,0.14,8.5366
COR,11/6/2024,9/30/2024,3.22,3.34,0.12,3.7267
CORT,10/30/2024,9/30/2024,0.28,0.41,0.13,46.4286
CORZ,11/6/2024,9/30/2024,-0.09,-1.1742,-1.0842,-1204.6667
COST,12/12/2024,11/30/2024,3.79,4.04,0.25,6.5963
COTY,11/6/2024,9/30/2024,0.19,0.15,-0.04,-21.0526
COUR,10/24/2024,9/30/2024,0.02,0.1,0.08,400.0000
CPAY,11/7/2024,9/30/2024,4.97,3.8984,-1.0716,-21.5614
CPB,12/4/2024,10/31/2024,0.88,0.89,0.01,1.1364
CPF,10/30/2024,9/30/2024,0.56,0.49,-0.07,-12.5000
CPK,11/7/2024,9/30/2024,0.67,0.78,0.11,16.4179
CPNG,11/5/2024,9/30/2024,0.01,0.04,0.03,300.0000
CPRI,11/7/2024,9/30/2024,0.75,0.65,-0.1,-13.3333
CPRT,11/14/2024,10/31/2024,0.37,0.37,0,0.0000
CPRX,11/6/2024,9/30/2024,0.3,0.35,0.05,16.6667
CPS,10/31/2024,9/30/2024,-1.18,-0.68,0.5,42.3729
CPT,10/31/2024,9/30/2024,0.37,-0.04,-0.41,-110.8108
CR,10/29/2024,9/30/2024,1.3201,1.38,0.0599,4.5375
CRAI,10/31/2024,9/30/2024,1.58,1.77,0.19,12.0253
CRBP,11/5/2024,9/30/2024,-0.95,-1.15,-0.2,-21.0526
CRBU,11/7/2024,9/30/2024,-0.4494,-0.3815,0.0679,15.1090
CRC,11/5/2024,9/30/2024,1.34,1.5,0.16,11.9403
CRCT,11/5/2024,9/30/2024,0.05,0.05,0,0.0000
CRDO,12/3/2024,10/31/2024,0.052,0.07,0.018,34.6154
CRGX,11/13/2024,9/30/2024,-1.124,-0.88,0.244,21.7082
CRGY,11/4/2024,9/30/2024,0.29,0.38,0.09,31.0345
CRH,11/7/2024,9/30/2024,2.12,1.95,-0.17,-8.0189
CRI,10/25/2024,9/30/2024,1.4,1.62,0.22,15.7143
CRK,10/30/2024,9/30/2024,-0.16,-0.17,-0.01,-6.2500
CRL,11/6/2024,9/30/2024,2.43,2.59,0.16,6.5844
CRM,12/3/2024,10/31/2024,2.44,2.41,-0.03,-1.2295
CRMD,10/30/2024,9/30/2024,-0.1,-0.05,0.05,50.0000
CRMT,12/3/2024,10/31/2024,-0.09,0.61,0.7,777.7778
CRNC,11/21/2024,9/30/2024,-0.36,-0.07,0.29,80.5556
CRNX,11/12/2024,9/30/2024,-0.91,-0.96,-0.05,-5.4945
CROX,10/29/2024,9/30/2024,3.1,3.6,0.5,16.1290
CRS,10/24/2024,9/30/2024,1.58,1.73,0.15,9.4937
CRSR,11/6/2024,9/30/2024,0.06,-0.29,-0.35,-583.3333
CRUS,11/4/2024,9/30/2024,2.02,2.25,0.23,11.3861
CRWD,11/26/2024,10/31/2024,0.81,0.93,0.12,14.8148
CSCO,11/13/2024,10/31/2024,0.87,0.91,0.04,4.5977
CSGP,10/22/2024,9/30/2024,0.16,0.22,0.06,37.5000
CSGS,11/6/2024,9/30/2024,1.06,1.06,0,0.0000
CSL,10/24/2024,9/30/2024,5.82,5.78,-0.04,-0.6873
CSR,10/28/2024,9/30/2024,-0.22,-0.4,-0.18,-81.8182
CSTL,11/4/2024,9/30/2024,-0.06,0.08,0.14,233.3333
CSTM,10/23/2024,9/30/2024,0.35,0.01,-0.34,-97.1429
CSV,10/30/2024,9/30/2024,0.42,0.64,0.22,52.3810
CSWI,10/30/2024,9/30/2024,2.17,2.26,0.09,4.1475
CSX,10/16/2024,9/30/2024,0.48,0.46,-0.02,-4.1667
CTAS,12/19/2024,11/30/2024,1.01,1.09,0.08,7.9208
CTBI,10/16/2024,9/30/2024,1.15,1.23,0.08,6.9565
CTKB,11/6/2024,9/30/2024,0.0367,0.0558,0.0191,52.0436
CTLP,11/7/2024,9/30/2024,0.04,0.04,0,0.0000
CTO,10/24/2024,9/30/2024,-0.02,0.17,0.19,950.0000
CTOS,10/30/2024,9/30/2024,-0.03,-0.07,-0.04,-133.3333
CTRA,10/31/2024,9/30/2024,0.34,0.32,-0.02,-5.8824
CTRE,10/29/2024,9/30/2024,0.29,0.21,-0.08,-27.5862
CTRI,11/6/2024,9/30/2024,0.3014,0.06,-0.2414,-80.0929
CTS,10/29/2024,9/30/2024,0.57,0.63,0.06,10.5263
CTSH,10/30/2024,9/30/2024,1.15,1.25,0.1,8.6957
CTVA,11/6/2024,9/30/2024,-0.15,-0.49,-0.34,-226.6667
CUBE,10/31/2024,9/30/2024,0.45,0.44,-0.01,-2.2222
CUBI,10/24/2024,9/30/2024,1.44,1.34,-0.1,-6.9444
CUZ,10/24/2024,9/30/2024,0.06,0.07,0.01,16.6667
CVBF,10/23/2024,9/30/2024,0.35,0.37,0.02,5.7143
CVCO,10/31/2024,9/30/2024,4.76,5.28,0.52,10.9244
CVGI,11/4/2024,9/30/2024,0.04,0.2844,0.2444,611.0000
CVGW,1/29/2025,10/31/2024,0.32,0.05,-0.27,-84.3750
CVI,10/28/2024,9/30/2024,-0.09,-0.5,-0.41,-455.5556
CVLG,10/23/2024,9/30/2024,1.1,1.09,-0.01,-0.9091
CVLT,10/29/2024,9/30/2024,0.76,0.83,0.07,9.2105
CVNA,10/30/2024,9/30/2024,0.25,0.64,0.39,156.0000
CVRX,10/29/2024,9/30/2024,-0.47,-0.57,-0.1,-21.2766
CVS,11/6/2024,9/30/2024,1.53,1.09,-0.44,-28.7582
CVX,11/1/2024,9/30/2024,2.42,2.51,0.09,3.7190
CW,10/30/2024,9/30/2024,2.7,2.97,0.27,10.0000
CWAN,11/7/2024,9/30/2024,0.1108,0.12,0.0092,8.3032
CWBC,10/24/2024,9/30/2024,0.38,0.18,-0.2,-52.6316
CWCO,11/7/2024,9/30/2024,0.25,0.2671,0.0171,6.8400
CWEN,10/30/2024,9/30/2024,0.54,0.3051,-0.2349,-43.5000
CWH,10/28/2024,9/30/2024,0.11,0.13,0.02,18.1818
CWK,11/4/2024,9/30/2024,0.21,0.23,0.02,9.5238
CWST,10/30/2024,9/30/2024,0.27,0.27,0,0.0000
CWT,10/31/2024,9/30/2024,1.05,1.03,-0.02,-1.9048
CXM,12/4/2024,10/31/2024,0.08,0.1,0.02,25.0000
CXT,11/6/2024,9/30/2024,1.14,1.16,0.02,1.7544
CXW,11/6/2024,9/30/2024,0.09,0.19,0.1,111.1111
CYH,10/23/2024,9/30/2024,-0.18,-0.3,-0.12,-66.6667
CYRX,11/7/2024,9/30/2024,-0.29,-0.02,0.27,93.1034
CYTK,11/6/2024,9/30/2024,-1.25,-1.36,-0.11,-8.8000
CZFS,10/30/2024,9/30/2024,1.38,1.59,0.21,15.2174
CZNC,10/17/2024,9/30/2024,0.45,0.41,-0.04,-8.8889
CZR,10/29/2024,9/30/2024,0.12,-0.04,-0.16,-133.3333
D,11/1/2024,9/30/2024,0.93,0.98,0.05,5.3763
DAKT,12/4/2024,10/31/2024,0.2,0.2696,0.0696,34.8000
DAL,10/10/2024,9/30/2024,1.52,1.5,-0.02,-1.3158
DAN,10/30/2024,9/30/2024,0.23,0.12,-0.11,-47.8261
DAR,10/24/2024,9/30/2024,0.4,0.11,-0.29,-72.5000
DASH,10/30/2024,9/30/2024,0.22,0.38,0.16,72.7273
DAVE,11/12/2024,9/30/2024,-0.11,1.51,1.62,1472.7273
DAWN,10/31/2024,9/30/2024,-0.2545,0.38,0.6345,249.3124
DAY,10/30/2024,9/30/2024,0.43,0.47,0.04,9.3023
DBD,9/30/2024,9/30/2024,1.14,0.7,-0.44,-38.5965
DBI,12/3/2024,10/31/2024,0.3529,0.27,-0.0829,-23.4911
DBRG,11/1/2024,9/30/2024,0.15,0.06,-0.09,-60.0000
DBX,11/7/2024,9/30/2024,0.53,0.6,0.07,13.2075
DCGO,11/7/2024,9/30/2024,0.05,0.05,0,0.0000
DCI,11/27/2024,10/31/2024,0.82,0.83,0.01,1.2195
DCO,11/7/2024,9/30/2024,0.74,0.99,0.25,33.7838
DCOM,10/22/2024,9/30/2024,0.41,0.29,-0.12,-29.2683
DD,11/5/2024,9/30/2024,1.03,1.18,0.15,14.5631
DDD,11/5/2024,9/30/2024,-0.095,-0.12,-0.025,-26.3158
DDOG,11/7/2024,9/30/2024,0.4,0.46,0.06,15.0000
DDS,11/7/2024,10/31/2024,6.47,7.73,1.26,19.4745
DE,11/20/2024,10/31/2024,3.9261,4.55,0.6239,15.8911
DEA,11/5/2024,9/30/2024,0.05,0.05,0,0.0000
DECK,10/24/2024,9/30/2024,1.24,1.59,0.35,28.2258
DEI,11/4/2024,9/30/2024,-0.01,0.03,0.04,400.0000
DELL,11/26/2024,10/31/2024,2.07,2.15,0.08,3.8647
DENN,10/28/2024,9/30/2024,0.15,0.14,-0.01,-6.6667
DESP,11/7/2024,9/30/2024,0.19,0.34,0.15,78.9474
DFH,10/31/2024,9/30/2024,0.84,0.7,-0.14,-16.6667
DFIN,10/31/2024,9/30/2024,0.76,0.48,-0.28,-36.8421
DFS,10/16/2024,9/30/2024,3.42,3.69,0.27,7.8947
DG,12/5/2024,10/31/2024,0.94,0.89,-0.05,-5.3191
DGICA,10/24/2024,9/30/2024,0.1,0.46,0.36,360.0000
DGII,11/7/2024,9/30/2024,0.4975,0.52,0.0225,4.5226
DGX,10/22/2024,9/30/2024,2.26,2.3,0.04,1.7699
DH,11/7/2024,9/30/2024,0.08,0.1,0.02,25.0000
DHC,11/4/2024,9/30/2024,-0.26,-0.4118,-0.1518,-58.3846
DHI,10/29/2024,9/30/2024,4.17,3.92,-0.25,-5.9952
DHR,10/22/2024,9/30/2024,1.57,1.71,0.14,8.9172
DHT,11/13/2024,9/30/2024,0.1995,0.22,0.0205,10.2757
DIN,11/6/2024,9/30/2024,1.35,1.44,0.09,6.6667
DINO,10/31/2024,9/30/2024,0.3309,0.51,0.1791,54.1251
DIOD,11/7/2024,9/30/2024,0.42,0.43,0.01,2.3810
DIS,11/14/2024,9/30/2024,1.1,1.14,0.04,3.6364
DK,11/6/2024,9/30/2024,-1.61,-1.45,0.16,9.9379
DKNG,11/7/2024,9/30/2024,-0.42,-0.6,-0.18,-42.8571
DKS,11/19/2024,10/31/2024,2.6911,2.75,0.0589,2.1887
DLB,11/19/2024,9/30/2024,0.7,0.81,0.11,15.7143
DLR,10/24/2024,9/30/2024,0.28,0.09,-0.19,-67.8571
DLTR,12/4/2024,10/31/2024,1.07,1.12,0.05,4.6729
DLX,11/6/2024,9/30/2024,0.74,0.84,0.1,13.5135
DMRC,11/14/2024,9/30/2024,-0.23,-0.29,-0.06,-26.0870
DNB,10/31/2024,9/30/2024,0.27,0.27,0,0.0000
DNLI,11/5/2024,9/30/2024,-0.61,-0.63,-0.02,-3.2787
DNOW,11/7/2024,9/30/2024,0.21,0.21,0,0.0000
DNTH,11/7/2024,9/30/2024,-0.59,-0.72,-0.13,-22.0339
DNUT,11/7/2024,9/30/2024,0.0117,-0.01,-0.0217,-185.4701
DOC,10/24/2024,9/30/2024,0.07,0.12,0.05,71.4286
DOCN,10/31/2024,9/30/2024,0.4,0.52,0.12,30.0000
DOCS,11/7/2024,9/30/2024,0.25,0.3,0.05,20.0000
DOCU,12/5/2024,10/31/2024,0.87,0.9,0.03,3.4483
DOLE,11/13/2024,9/30/2024,0.2,0.19,-0.01,-5.0000
DOMO,11/28/2024,10/31/2024,-0.15,-0.08,0.07,46.6667
DORM,10/31/2024,9/30/2024,1.53,1.96,0.43,28.1046
DOV,10/24/2024,9/30/2024,2.3,2.27,-0.03,-1.3043
DOW,10/24/2024,9/30/2024,0.46,0.47,0.01,2.1739
DOX,11/12/2024,9/30/2024,1.7,1.7,0,0.0000
DPZ,10/10/2024,9/30/2024,3.65,4.19,0.54,14.7945
DRH,11/7/2024,9/30/2024,0.12,0.11,-0.01,-8.3333
DRI,12/13/2024,11/30/2024,2.0216,2.03,0.0084,0.4155
DRS,10/30/2024,9/30/2024,0.2,0.24,0.04,20.0000
DRVN,10/31/2024,9/30/2024,0.22,0.26,0.04,18.1818
DSGN,11/11/2024,9/30/2024,-0.24,-0.23,0.01,4.1667
DSGR,10/31/2024,9/30/2024,0.4,0.37,-0.03,-7.5000
DSP,11/12/2024,9/30/2024,0.05,0.15,0.1,200.0000
DT,11/7/2024,9/30/2024,0.32,0.37,0.05,15.6250
DTE,10/24/2024,9/30/2024,1.88,2.22,0.34,18.0851
DTM,10/29/2024,9/30/2024,0.9576,0.9,-0.0576,-6.0150
DUK,11/7/2024,9/30/2024,1.7,1.62,-0.08,-4.7059
DUOL,11/7/2024,9/30/2024,0.935,1.078,0.143,15.2941
DV,11/6/2024,9/30/2024,0.07,0.1,0.03,42.8571
DVA,10/29/2024,9/30/2024,2.73,2.5,-0.23,-8.4249
DVAX,11/7/2024,9/30/2024,0.11,0.12,0.01,9.0909
DVN,11/5/2024,9/30/2024,1.09,1.1,0.01,0.9174
DX,10/21/2024,9/30/2024,-0.03,-0.1,-0.07,-233.3333
DXC,11/7/2024,9/30/2024,0.72,0.93,0.21,29.1667
DXCM,10/24/2024,9/30/2024,0.44,0.45,0.01,2.2727
DXLG,11/15/2024,10/31/2024,0.03,-0.03,-0.06,-200.0000
DXPE,11/6/2024,9/30/2024,0.95,1.27,0.32,33.6842
DY,11/19/2024,10/31/2024,2.35,2.37,0.02,0.8511
DYN,11/4/2024,9/30/2024,-0.71,-0.9628,-0.2528,-35.6056
EA,10/29/2024,9/30/2024,2.02,2.15,0.13,6.4356
EAF,11/12/2024,9/30/2024,-0.09,-0.14,-0.05,-55.5556
EAT,10/30/2024,9/30/2024,0.69,0.95,0.26,37.6812
EB,11/7/2024,9/30/2024,-0.13,-0.04,0.09,69.2308
EBAY,10/30/2024,9/30/2024,1.18,1.19,0.01,0.8475
EBC,10/24/2024,9/30/2024,0.33,0.25,-0.08,-24.2424
EBF,12/16/2024,11/30/2024,0.39,0.39,0,0.0000
ECG,11/27/2024,9/30/2024,38.32,0.82,-37.5,-97.8601
ECL,10/29/2024,9/30/2024,1.82,1.83,0.01,0.5495
ECPG,11/6/2024,9/30/2024,1.48,1.26,-0.22,-14.8649
ECVT,10/31/2024,9/30/2024,0.17,0.14,-0.03,-17.6471
ED,11/7/2024,9/30/2024,1.62,1.68,0.06,3.7037
